PW_gene	PW_id	PW_name						
AT5G65780	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT5G65780-MONOMER	branched-chain-amino-acid transaminase	AT5G65780	Atbact-5
AT5G48230	ILEUDEG-PWY	isoleucine degradation I	METHYLACETOACETYLCOATHIOL-RXN	2.3.1.9	AT5G48230-MONOMER	acetyl-CoA C-acetyltransferase	AT5G48230	AACT2
AT5G47720	ILEUDEG-PWY	isoleucine degradation I	METHYLACETOACETYLCOATHIOL-RXN	2.3.1.9	AT5G47720-MONOMER	acetyl-CoA C-acetyltransferase	AT5G47720	AACT1
AT5G09300	ILEUDEG-PWY	isoleucine degradation I	2KETO-3METHYLVALERATE-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT5G09300	AT5G09300
AT4G16800	ILEUDEG-PWY	isoleucine degradation I	TIGLYLCOA-HYDROXY-RXN	4.2.1.17	AT4G16800-MONOMER	enoyl-CoA hydratase	AT4G16800	AT4G16800
AT4G16210	ILEUDEG-PWY	isoleucine degradation I	TIGLYLCOA-HYDROXY-RXN	4.2.1.17	AT4G16210-MONOMER	enoyl-CoA hydratase	AT4G16210	AT4G16210
AT3G49680	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT3G49680-MONOMER	branched-chain amino acid aminotransferase	AT3G49680	Atbcat-3
AT3G19710	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT3G19710-MONOMER	branched-chain-amino-acid transaminase	AT3G19710	AT3G19710
AT3G17240	ILEUDEG-PWY	isoleucine degradation I	2KETO-3METHYLVALERATE-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G17240	LPD2
AT3G13450	ILEUDEG-PWY	isoleucine degradation I	2KETO-3METHYLVALERATE-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G13450	AT3G13450
AT3G06860	ILEUDEG-PWY	isoleucine degradation I	TIGLYLCOA-HYDROXY-RXN	4.2.1.17	AT3G06860-MONOMER	enoyl-CoA hydratase	AT3G06860	AT3G06860
AT3G06850	ILEUDEG-PWY	isoleucine degradation I	2KETO-3METHYLVALERATE-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G06850	BCE2
AT1G50110	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT1G50110-MONOMER	branched-chain-amino-acid transaminase	AT1G50110	AT1G50110
AT1G50090	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT1G50090-MONOMER	branched-chain-amino-acid transaminase	AT1G50090	AT1G50090
AT1G10070	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT1G10070-MONOMER	branched-chain amino acid aminotransferase	AT1G10070	Atbcat-2
AT1G10060	ILEUDEG-PWY	isoleucine degradation I	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	AT1G10060-MONOMER	branched-chain amino acid aminotransferase	AT1G10060	Atbcat-1
AT5G48880	PWY-735	jasmonic acid biosynthesis	RXN-10701	2.3.1.16	AT5G48880-MONOMER	OPC4-3-ketoacyl-CoA thiolase	AT5G48880	KAT5
AT5G48880	PWY-735	jasmonic acid biosynthesis	RXN-10700	2.3.1.16	AT5G48880-MONOMER	OPC6-3-ketoacyl-CoA thiolase	AT5G48880	KAT5
AT5G48880	PWY-735	jasmonic acid biosynthesis	RXN-10699	2.3.1.16	AT5G48880-MONOMER	OPC8-3-ketoacyl-CoA thiolase	AT5G48880	KAT5
AT5G42650	PWY-735	jasmonic acid biosynthesis	RXN1F-19	4.2.1.92	CPLX-1382	allene oxide synthase	AT5G42650	CYP74A1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10703	1.1.1.35	AT4G29010-MONOMER	OPC4-3-hydroxyacyl-CoA dehydrogenase	AT4G29010	AIM1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10702	1.1.1.35	AT4G29010-MONOMER	OPC6-3-hydroxyacyl-CoA dehydrogenase	AT4G29010	AIM1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10698	1.1.1.35	AT4G29010-MONOMER	OPC8-3-hydroxyacyl-CoA dehydrogenase	AT4G29010	AIM1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10705	4.2.1.17	AT4G29010-MONOMER	OPC4-trans-2-enoyl-CoA hydratase	AT4G29010	AIM1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10704	4.2.1.17	AT4G29010-MONOMER	OPC6-trans-2-enoyl-CoA hydratase	AT4G29010	AIM1
AT4G29010	PWY-735	jasmonic acid biosynthesis	RXN-10697	4.2.1.17	AT4G29010-MONOMER	OPC8-trans-2-enoyl-CoA hydratase	AT4G29010	AIM1
AT4G16760	PWY-735	jasmonic acid biosynthesis	RXN-10706	1.3.3.6	CPLX-7062	OPC6 acyl-CoA oxidase	AT4G16760	ACX1
AT4G16760	PWY-735	jasmonic acid biosynthesis	RXN-10696	1.3.3.6	CPLX-7062	OPC8 acyl-CoA oxidase	AT4G16760	ACX1
AT4G15440	PWY-735	jasmonic acid biosynthesis	RXN1F-19	4.2.1.92	AT4G15440-MONOMER	hydroperoxide dehydratase	AT4G15440	CYP74B2
AT3G51840	PWY-735	jasmonic acid biosynthesis	RXN-10706	1.3.3.6	AT3G51840-MONOMER	acyl-CoA oxidase	AT3G51840	AT3G51840
AT3G51840	PWY-735	jasmonic acid biosynthesis	RXN-10707	1.3.3.6	AT3G51840-MONOMER	acyl-CoA oxidase	AT3G51840	AT3G51840
AT3G51840	PWY-735	jasmonic acid biosynthesis	RXN-10696	1.3.3.6	AT3G51840-MONOMER	acyl-CoA oxidase	AT3G51840	AT3G51840
AT3G45140	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT3G45140-MONOMER	linolenate 13S-lipoxygenase	AT3G45140	LOX2
AT3G25780	PWY-735	jasmonic acid biosynthesis	ALLENE-OXIDE-CYCLASE-RXN	5.3.99.6	AT3G25780-MONOMER	allene-oxide cyclase	AT3G25780	AT3G25780
AT3G25770	PWY-735	jasmonic acid biosynthesis	ALLENE-OXIDE-CYCLASE-RXN	5.3.99.6	CPLX-7264	allene oxide cyclase	AT3G25770	AT3G25770
AT3G25760	PWY-735	jasmonic acid biosynthesis	ALLENE-OXIDE-CYCLASE-RXN	5.3.99.6	AT3G25760-MONOMER	allene-oxide cyclase	AT3G25760	AT3G25760
AT3G22400	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT3G22400-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT3G22400	LOX5
AT3G15290	PWY-735	jasmonic acid biosynthesis	RXN-10703	1.1.1.35	AT3G15290-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G15290	AT3G15290
AT3G15290	PWY-735	jasmonic acid biosynthesis	RXN-10702	1.1.1.35	AT3G15290-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G15290	AT3G15290
AT3G15290	PWY-735	jasmonic acid biosynthesis	RXN-10698	1.1.1.35	AT3G15290-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G15290	AT3G15290
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10703	1.1.1.35	AT3G06860-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G06860	AT3G06860
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10702	1.1.1.35	AT3G06860-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G06860	AT3G06860
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10698	1.1.1.35	AT3G06860-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT3G06860	AT3G06860
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10705	4.2.1.17	AT3G06860-MONOMER	enoyl-CoA hydratase	AT3G06860	AT3G06860
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10704	4.2.1.17	AT3G06860-MONOMER	enoyl-CoA hydratase	AT3G06860	AT3G06860
AT3G06860	PWY-735	jasmonic acid biosynthesis	RXN-10697	4.2.1.17	AT3G06860-MONOMER	enoyl-CoA hydratase	AT3G06860	AT3G06860
AT3G06690	PWY-735	jasmonic acid biosynthesis	RXN-10706	1.3.3.6	AT3G06690-MONOMER	acyl-CoA oxidase	AT3G06690	AT3G06690
AT3G06690	PWY-735	jasmonic acid biosynthesis	RXN-10707	1.3.3.6	AT3G06690-MONOMER	acyl-CoA oxidase	AT3G06690	AT3G06690
AT3G06690	PWY-735	jasmonic acid biosynthesis	RXN-10696	1.3.3.6	AT3G06690-MONOMER	acyl-CoA oxidase	AT3G06690	AT3G06690
AT2G35690	PWY-735	jasmonic acid biosynthesis	RXN-10706	1.3.3.6	AT2G35690-MONOMER	OPC6 acyl-CoA oxidase	AT2G35690	ACX5
AT2G35690	PWY-735	jasmonic acid biosynthesis	RXN-10707	1.3.3.6	AT2G35690-MONOMER	acyl-CoA oxidase	AT2G35690	ACX5
AT2G35690	PWY-735	jasmonic acid biosynthesis	RXN-10696	1.3.3.6	AT2G35690-MONOMER	OPC8 acyl-CoA oxidase	AT2G35690	ACX5
AT2G33150	PWY-735	jasmonic acid biosynthesis	RXN-10701	2.3.1.16	AT2G33150-MONOMER	OPC4-3-ketoacyl-CoA thiolase	AT2G33150	KAT2
AT2G33150	PWY-735	jasmonic acid biosynthesis	RXN-10700	2.3.1.16	AT2G33150-MONOMER	OPC6-3-ketoacyl-CoA thiolase	AT2G33150	KAT2
AT2G33150	PWY-735	jasmonic acid biosynthesis	RXN-10699	2.3.1.16	AT2G33150-MONOMER	OPC8-3-ketoacyl-CoA thiolase	AT2G33150	KAT2
AT2G06050	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT2G06050-MONOMER	12-oxophytodienoate reductase	AT2G06050	OPR3
AT1G76690	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT1G76690-MONOMER	12-oxophytodienoate reductase	AT1G76690	AT1G76690
AT1G76680	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT1G76680-MONOMER	12-oxophytodienoate reductase	AT1G76680	AT1G76680
AT1G76150	PWY-735	jasmonic acid biosynthesis	RXN-10703	1.1.1.35	AT1G76150-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT1G76150	AT1G76150
AT1G76150	PWY-735	jasmonic acid biosynthesis	RXN-10702	1.1.1.35	AT1G76150-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT1G76150	AT1G76150
AT1G76150	PWY-735	jasmonic acid biosynthesis	RXN-10698	1.1.1.35	AT1G76150-MONOMER	3-hydroxyacyl-CoA dehydrogenase	AT1G76150	AT1G76150
AT1G72520	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT1G72520-MONOMER	linolenate 13S-lipoxygenase	AT1G72520	LOX4
AT1G67560	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT1G67560-MONOMER	linolenate 13S-lipoxygenase	AT1G67560	LOX6
AT1G55020	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT1G55020-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT1G55020	LOX1
AT1G20510	PWY-735	jasmonic acid biosynthesis	RXN-10695	6.2.1.-	AT1G20510-MONOMER	3-oxo-2-(2'-[Z]-pentenyl)cyclopentane-1-octanoate CoA ligase	AT1G20510	OPCL1
AT1G18020	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT1G18020-MONOMER	12-oxophytodienoate reductase	AT1G18020	AT1G18020
AT1G17990	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT1G17990-MONOMER	12-oxophytodienoate reductase	AT1G17990	AT1G17990
AT1G17420	PWY-735	jasmonic acid biosynthesis	RXN-1321	1.13.11.12	AT1G17420-MONOMER	linolenate 13S-lipoxygenase	AT1G17420	LOX3
AT1G13280	PWY-735	jasmonic acid biosynthesis	ALLENE-OXIDE-CYCLASE-RXN	5.3.99.6	AT1G13280-MONOMER	allene-oxide cyclase	AT1G13280	AT1G13280
AT1G09400	PWY-735	jasmonic acid biosynthesis	12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.3.1.42	AT1G09400-MONOMER	12-oxophytodienoate reductase	AT1G09400	AT1G09400
AT1G06310	PWY-735	jasmonic acid biosynthesis	RXN-10706	1.3.3.6	AT1G06310-MONOMER	acyl-CoA oxidase	AT1G06310	AT1G06310
AT1G06310	PWY-735	jasmonic acid biosynthesis	RXN-10707	1.3.3.6	AT1G06310-MONOMER	acyl-CoA oxidase	AT1G06310	AT1G06310
AT1G06310	PWY-735	jasmonic acid biosynthesis	RXN-10696	1.3.3.6	AT1G06310-MONOMER	acyl-CoA oxidase	AT1G06310	AT1G06310
AT1G04710	PWY-735	jasmonic acid biosynthesis	RXN-10701	2.3.1.16	AT1G04710-MONOMER	OPC4-3-ketoacyl-CoA thiolase	AT1G04710	KAT1
AT1G04710	PWY-735	jasmonic acid biosynthesis	RXN-10700	2.3.1.16	AT1G04710-MONOMER	OPC6-3-ketoacyl-CoA thiolase	AT1G04710	KAT1
AT1G04710	PWY-735	jasmonic acid biosynthesis	RXN-10699	2.3.1.16	AT1G04710-MONOMER	OPC8-3-ketoacyl-CoA thiolase	AT1G04710	KAT1
AT2G46370	PWY-6220	jasmonoyl-amino acid conjugates biosynthesis I	RXN-10455	6.3.-.-	AT2G46370-MONOMER	jasmonyl-isoleucine synthetase	AT2G46370	AT2G46370
AT5G17050	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-474	2.4.1.-	AT5G17050-MONOMER	flavonol-3-O-rhamnosyltransferase	AT5G17050	UGT78D2
AT4G34138	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN-8270	2.4.1.-	AT4G34138-MONOMER	flavonol 7-O-glucosyltransferase	AT4G34138	UGT73B1
AT4G34138	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN-8263	2.4.1.237	AT4G34138-MONOMER	flavonol 7-<i>O</i>-glucosyltransferase	AT4G34138	UGT73B1
AT4G34135	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN-8270	2.4.1.-	AT4G34135-MONOMER	flavonol 7-<i>O</i>-glucosyltransferase	AT4G34135	UGT73B2
AT4G34135	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN-8263	2.4.1.237	AT4G34135-MONOMER	flavonol 7-<i>O</i>-glucosyltransferase	AT4G34135	UGT73B2
AT4G34135	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-461	2.4.1.91	AT4G34135-MONOMER	flavonol 3-<i>O</i>-glucosyltransferase	AT4G34135	UGT73B2
AT4G01070	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-461	2.4.1.91	AT4G01070-MONOMER	flavonol 3-<i>O</i>-glucosyltransferase	AT4G01070	UGT72B1
AT2G36790	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN-8266	2.4.1.-	AT2G36790-MONOMER	flavonol-3-<i>O</i>-glycoside-7-<i>O</i>-glucosyltransferase	AT2G36790	UGT73C6
AT1G30530	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-474	2.4.1.-	AT1G30530-MONOMER	flavonol-3-<i>O</i>-rhamnosyltransferase	AT1G30530	UGT78D1
AT1G06000	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-475	-	AT1G06000-MONOMER	flavonol 7-O-rhamnosyltransferase	AT1G06000	UGT89C1
AT1G06000	PWY-5320	kaempferol glucoside biosynthesis (Arabidopsis)	RXN1F-443	2.4.1.-	AT1G06000-MONOMER	flavonol 7-O-rhamnosyltransferase	AT1G06000	UGT89C1
AT3G45130	PWY-6132	lanosterol biosynthesis	LANOSTEROL-SYNTHASE-RXN	5.4.99.7	AT3G45130-MONOMER	lanosterol synthase	AT3G45130	AT3G45130
AT5G65780	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT5G65780-MONOMER	branched-chain-amino-acid transaminase	AT5G65780	Atbact-5
AT5G23020	LEUSYN-PWY	leucine biosynthesis	2-ISOPROPYLMALATESYN-RXN	2.3.3.13	AT5G23020-MONOMER	2-isopropylmalate synthase	AT5G23020	MAM3
AT5G23010	LEUSYN-PWY	leucine biosynthesis	2-ISOPROPYLMALATESYN-RXN	2.3.3.13	AT5G23010-MONOMER	2-isopropylmalate synthase	AT5G23010	MAM1
AT5G14200	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85	AT5G14200-MONOMER	3-isopropylmalate dehydrogenase	AT5G14200	AtIMD1
AT4G13430	LEUSYN-PWY	leucine biosynthesis	RXN-8991	4.2.1.33	CPLXQT-55	isopropylmalate isomerase	AT4G13430	AT4G13430
AT4G13430	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALISOM-RXN	4.2.1.33	CPLXQT-55	isopropylmalate isomerase	AT4G13430	AT4G13430
AT3G58990	LEUSYN-PWY	leucine biosynthesis	RXN-8991	4.2.1.33	AT3G58990-MONOMER	3-isopropylmalate dehydratase	AT3G58990	AT3G58990
AT3G58990	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALISOM-RXN	4.2.1.33	AT3G58990-MONOMER	3-isopropylmalate dehydratase	AT3G58990	AT3G58990
AT3G49680	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT3G49680-MONOMER	branched-chain amino acid aminotransferase	AT3G49680	Atbcat-3
AT3G19710	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT3G19710-MONOMER	branched-chain-amino-acid transaminase	AT3G19710	AT3G19710
AT2G43100	LEUSYN-PWY	leucine biosynthesis	RXN-8991	4.2.1.33	AT2G43100-MONOMER	3-isopropylmalate dehydratase	AT2G43100	AT2G43100
AT2G43100	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALISOM-RXN	4.2.1.33	AT2G43100-MONOMER	3-isopropylmalate dehydratase	AT2G43100	AT2G43100
AT2G43090	LEUSYN-PWY	leucine biosynthesis	RXN-8991	4.2.1.33	CPLXQT-55	isopropylmalate isomerase	AT2G43090	AT2G43090
AT2G43090	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALISOM-RXN	4.2.1.33	CPLXQT-55	isopropylmalate isomerase	AT2G43090	AT2G43090
AT1G80560	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85	AT1G80560-MONOMER	3-isopropylmalate dehydrogenase	AT1G80560	AtIMD2
AT1G80555	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85	AT1G80555-MONOMER	3-isopropylmalate dehydrogenase	AT1G80555	AT1G80555
AT1G74040	LEUSYN-PWY	leucine biosynthesis	2-ISOPROPYLMALATESYN-RXN	2.3.3.13	CPLXQT-24	2-isopropylmalate synthase	AT1G74040	IPMS2
AT1G70560	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G70560-MONOMER	L-leucine:2-oxoglutarate aminotransferase	AT1G70560	TAA1
AT1G50110	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G50110-MONOMER	branched-chain-amino-acid transaminase	AT1G50110	AT1G50110
AT1G50090	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G50090-MONOMER	branched-chain-amino-acid transaminase	AT1G50090	AT1G50090
AT1G31180	LEUSYN-PWY	leucine biosynthesis	3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85	AT1G31180-MONOMER	3-isopropylmalate dehydrogenase	AT1G31180	AtIMD3
AT1G23320	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G23320-MONOMER	L-leucine:2-oxoglutarate aminotransferase	AT1G23320	TAR1
AT1G18500	LEUSYN-PWY	leucine biosynthesis	2-ISOPROPYLMALATESYN-RXN	2.3.3.13	CPLXQT-23	2-isopropylmalate synthase	AT1G18500	IPMS1
AT1G10070	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G10070-MONOMER	branched-chain amino acid aminotransferase	AT1G10070	Atbcat-2
AT1G10060	LEUSYN-PWY	leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G10060-MONOMER	branched-chain amino acid aminotransferase	AT1G10060	Atbcat-1
AT5G65780	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT5G65780-MONOMER	branched-chain-amino-acid transaminase	AT5G65780	Atbact-5
AT5G09300	LEU-DEG2-PWY	leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT5G09300	AT5G09300
AT4G34030	LEU-DEG2-PWY	leucine degradation I	METHYLCROTONYL-COA-CARBOXYLASE-RXN	6.4.1.4	CPLXQT-3	3-methylcrotonyl-CoA carboxylase	AT4G34030	AT4G34030
AT4G16800	LEU-DEG2-PWY	leucine degradation I	METHYLGLUTACONYL-COA-HYDRATASE-RXN	4.2.1.18	AT4G16800-MONOMER	methylglutaconyl-CoA hydratase	AT4G16800	AT4G16800
AT3G49680	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT3G49680-MONOMER	branched-chain amino acid aminotransferase	AT3G49680	Atbcat-3
AT3G45300	LEU-DEG2-PWY	leucine degradation I	RXN0-2301	1.3.8.-	AT3G45300-MONOMER	isovaleryl-CoA dehydrogenase	AT3G45300	AT3G45300
AT3G19710	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT3G19710-MONOMER	branched-chain-amino-acid transaminase	AT3G19710	AT3G19710
AT3G17240	LEU-DEG2-PWY	leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G17240	LPD2
AT3G13450	LEU-DEG2-PWY	leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G13450	AT3G13450
AT3G06850	LEU-DEG2-PWY	leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	-	CPLXQT-2	branched-chain keto-acid dehydrogenase complex	AT3G06850	BCE2
AT2G26800	LEU-DEG2-PWY	leucine degradation I	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	4.1.3.4	AT2G26800-MONOMER	hydroxymethylglutaryl-CoA lyase	AT2G26800	AT2G26800
AT1G70560	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G70560-MONOMER	L-leucine:2-oxoglutarate aminotransferase	AT1G70560	TAA1
AT1G50110	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G50110-MONOMER	branched-chain-amino-acid transaminase	AT1G50110	AT1G50110
AT1G50090	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G50090-MONOMER	branched-chain-amino-acid transaminase	AT1G50090	AT1G50090
AT1G23320	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G23320-MONOMER	L-leucine:2-oxoglutarate aminotransferase	AT1G23320	TAR1
AT1G10070	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G10070-MONOMER	branched-chain amino acid aminotransferase	AT1G10070	Atbcat-2
AT1G10060	LEU-DEG2-PWY	leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.42	AT1G10060-MONOMER	branched-chain amino acid aminotransferase	AT1G10060	Atbcat-1
AT1G03090	LEU-DEG2-PWY	leucine degradation I	METHYLCROTONYL-COA-CARBOXYLASE-RXN	6.4.1.4	CPLXQT-3	3-methylcrotonyl-CoA carboxylase	AT1G03090	AT1G03090
AT5G63590	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G63590-MONOMER	flavanone 3-dioxygenase	AT5G63590	AT5G63590
AT5G61320	PWY-5152	leucodelphinidin biosynthesis	RXN-525	1.14.13.21	AT5G61320-MONOMER	flavonoid 3'-monooxygenase	AT5G61320	AT5G61320
AT5G58490	PWY-5152	leucodelphinidin biosynthesis	RXN-7784	1.1.1.219	AT5G58490-MONOMER	dihydrokaempferol 4-reductase	AT5G58490	AT5G58490
AT5G54000	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G54000-MONOMER	flavanone 3beta-hydroxylase	AT5G54000	AT5G54000
AT5G44620	PWY-5152	leucodelphinidin biosynthesis	RXN-525	1.14.13.21	AT5G44620-MONOMER	flavonoid 3'-monooxygenase	AT5G44620	AT5G44620
AT5G42800	PWY-5152	leucodelphinidin biosynthesis	RXN-7784	1.1.1.219	AT5G42800-MONOMER	dihydrokaempferol 4-reductase	AT5G42800	TT3
AT5G24530	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G24530-MONOMER	flavanone 3beta-hydroxylase	AT5G24530	AT5G24530
AT5G20550	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G20550-MONOMER	flavanone 3beta-hydroxylase	AT5G20550	AT5G20550
AT5G20400	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G20400-MONOMER	flavanone 3beta-hydroxylase	AT5G20400	AT5G20400
AT5G09970	PWY-5152	leucodelphinidin biosynthesis	RXN-525	1.14.13.21	AT5G09970-MONOMER	flavonoid 3'-monooxygenase	AT5G09970	AT5G09970
AT5G07990	PWY-5152	leucodelphinidin biosynthesis	RXN-525	1.14.13.21	AT5G07990-MONOMER	flavonoid 3-hydroxylase	AT5G07990	CYP75B1
AT5G07480	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G07480-MONOMER	flavanone 3beta-hydroxylase	AT5G07480	AT5G07480
AT5G05600	PWY-5152	leucodelphinidin biosynthesis	RXN-7775	1.14.11.9	AT5G05600-MONOMER	flavanone 3beta-hydroxylase	AT5G05600	AT5G05600
AT5G04630	PWY-5152	leucodelphinidin biosynthesis	RXN-525	1.14.13.21	AT5G04630-MONOMER	flavonoid 3'-monooxygenase	AT5G04630	AT5G04630
